OID_,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
1,1,1,Thomas J Kavanaugh VFW Post - Location 10,1,1,10,,,,,,,,1.695324116426750,,20.344293306396590,,,0.018357510424612
2,1,1,Thomas J Kavanaugh VFW Post - Location 11,2,1,11,,,,,,,,1.546884258294303,,18.563198100525799,,,0.016969024164672
3,1,1,Thomas J Kavanaugh VFW Post - Location 12,2,1,12,,,,,,,,1.919977697052365,,23.040389826359561,,,0.020206008687956
4,1,1,Thomas J Kavanaugh VFW Post - Location 13,1,1,13,,,,,,,,0.359909630403708,,4.319048523489372,,,0.003436938827811
5,1,1,Thomas J Kavanaugh VFW Post - Location 14,1,1,14,,,,,,,,0.670213282747358,,8.042681463280795,,,0.006968957422615
6,1,1,Thomas J Kavanaugh VFW Post - Location 16,2,1,16,,,,,,,,1.025964556162006,,12.311228830973446,,,0.010926112204093
7,1,1,Thomas J Kavanaugh VFW Post - Location 29,1,1,29,,,,,,,,6.090693025846739,,73.087487188518310,,,0.064728062834636
8,1,1,Thomas J Kavanaugh VFW Post - Location 30,1,2,30,,,,,,,,0.133808400205796,,1.605725351107665,,,0.001411749482722
9,1,1,Thomas J Kavanaugh VFW Post - Location 31,2,1,31,,,,,,,,1.901282267519623,,22.816246585449672,,,0.019869846967799
10,1,1,Thomas J Kavanaugh VFW Post - Location 32,2,1,32,,,,,,,,6.063042351736029,,72.755692529996892,,,0.064412499725169
11,1,1,Thomas J Kavanaugh VFW Post - Location 33,2,1,33,,,,,,,,0.679822953847855,,8.157973646426434,,,0.007027311535538
12,1,1,Thomas J Kavanaugh VFW Post - Location 34,1,1,34,,,,,,,,1.882411287491289,,22.589505825996273,,,0.019359934590967
13,1,1,Thomas J Kavanaugh VFW Post - Location 36,1,1,36,,,,,,,,1.746444755586858,,20.957828856666890,,,0.017381871330077
14,1,1,Thomas J Kavanaugh VFW Post - Location 37,1,1,37,,,,,,,,5.246059733970928,,62.951870353995325,,,0.055658246967849
15,1,1,Thomas J Kavanaugh VFW Post - Location 52,1,1,52,,,,,,,,1.904270627546202,,22.851696390579889,,,0.020277536820697
16,1,1,Thomas J Kavanaugh VFW Post - Location 56,1,1,56,,,,,,,,1.546884258294303,,18.563198100525799,,,0.016969024164672
17,1,1,Thomas J Kavanaugh VFW Post - Location 57,1,1,57,,,,,,,,1.914117713173686,,22.970273365626021,,,0.019987659054437
18,1,1,Thomas J Kavanaugh VFW Post - Location 58,2,1,58,,,,,,,,0.914226560958381,,10.970541732873325,,,0.009672884483125
19,1,1,Thomas J Kavanaugh VFW Post - Location 60,2,1,60,,,,,,,,1.746444755586858,,20.957828856666890,,,0.017381871330077
20,1,1,Thomas J Kavanaugh VFW Post - Location 61,1,1,61,,,,,,,,5.402498998124361,,64.828818647444635,,,0.057612825125223
21,1,1,Thomas J Kavanaugh VFW Post - Location 73,2,1,73,,,,,,,,1.966997832702342,,23.604459221920283,,,0.020917560868943
22,1,1,Thomas J Kavanaugh VFW Post - Location 78,1,2,78,,,,,,,,0.194332303894871,,2.331906731694284,,,0.002087530521734
23,1,1,Thomas J Kavanaugh VFW Post - Location 80,1,1,80,,,,,,,,0.375248960420982,,4.503122386544233,,,0.003579511065227
24,1,1,Thomas J Kavanaugh VFW Post - Location 81,1,1,81,,,,,,,,0.597743309467765,,7.173041783925678,,,0.006145186771180
25,1,1,Thomas J Kavanaugh VFW Post - Location 82,1,1,82,,,,,,,,1.863181972276354,,22.358112022779189,,,0.018820421001268
26,1,1,Thomas J Kavanaugh VFW Post - Location 87,2,1,87,,,,,,,,5.402498998124361,,64.828818647444635,,,0.057612825125223
27,1,1,Thomas J Kavanaugh VFW Post - Location 99,2,1,99,,,,,,,,1.540906705686953,,18.491459035300945,,,0.016912096954014
28,1,1,Thomas J Kavanaugh VFW Post - Location 103,2,1,103,,,,,,,,1.848124815586831,,22.178025674792799,,,0.019052561532323
29,1,1,Thomas J Kavanaugh VFW Post - Location 104,2,1,104,,,,,,,,0.615522125491381,,7.386378804670234,,,0.006327404788109
30,1,1,Thomas J Kavanaugh VFW Post - Location 105,2,1,105,,,,,,,,1.818286298645241,,21.820238571588011,,,0.018620966443320
31,1,1,Thomas J Kavanaugh VFW Post - Location 106,1,1,106,,,,,,,,0.728415944798731,,8.741094706067040,,,0.007554214215673
32,1,1,Thomas J Kavanaugh VFW Post - Location 107,1,1,107,,,,,,,,5.195723444061583,,62.347964044981858,,,0.054711621995450
33,1,1,Thomas J Kavanaugh VFW Post - Location 108,2,1,108,,,,,,,,5.377087130256527,,64.523916016776781,,,0.057383461180171
34,1,1,Thomas J Kavanaugh VFW Post - Location 126,2,1,126,,,,,,,,1.654334843630338,,19.852430110868745,,,0.018068354960274
35,1,1,Thomas J Kavanaugh VFW Post - Location 131,2,1,131,,,,,,,,1.929764879349259,,23.157843848368802,,,0.020295917530702
