OID_,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
1,1,1,Thomas J Kavanaugh VFW Post - Location 1,1,2,1,,,,,,,,2.056254874134715,,24.674881368231720,,,0.022318162066422
2,1,1,Thomas J Kavanaugh VFW Post - Location 2,1,2,2,,,,,,,,1.987632771408851,,23.851444048730059,,,0.021589525427701
3,1,1,Thomas J Kavanaugh VFW Post - Location 3,1,2,3,,,,,,,,1.804239419771742,,21.651153324939315,,,0.019392692284451
4,1,1,Thomas J Kavanaugh VFW Post - Location 4,1,2,4,,,,,,,,1.723222917692391,,20.678931241329035,,,0.018527418581125
5,1,1,Thomas J Kavanaugh VFW Post - Location 5,2,2,5,,,,,,,,1.399453273914583,,16.793315601990169,,,0.014875844521116
6,1,1,Thomas J Kavanaugh VFW Post - Location 7,1,2,7,,,,,,,,0.375118259380447,,4.501313389786462,,,0.004180112736281
7,1,1,Thomas J Kavanaugh VFW Post - Location 9,2,2,9,,,,,,,,0.679512819610723,,8.154375099990693,,,0.006850822899188
8,1,1,Thomas J Kavanaugh VFW Post - Location 10,1,1,10,,,,,,,,1.695324116426750,,20.344293306396590,,,0.018357510424612
9,1,1,Thomas J Kavanaugh VFW Post - Location 11,2,1,11,,,,,,,,1.565480486464160,,18.786379076628521,,,0.017143536313568
10,1,1,Thomas J Kavanaugh VFW Post - Location 12,2,1,12,,,,,,,,1.919977697052365,,23.040389826359561,,,0.020206008687956
11,1,1,Thomas J Kavanaugh VFW Post - Location 13,1,1,13,,,,,,,,0.359909630403708,,4.319048523489372,,,0.003436938827811
12,1,1,Thomas J Kavanaugh VFW Post - Location 14,2,1,14,,,,,,,,0.587689515536705,,7.052207047768579,,,0.005843753297099
13,1,1,Thomas J Kavanaugh VFW Post - Location 16,2,1,16,,,,,,,,0.984010515634662,,11.808103830973444,,,0.010403641525806
14,1,1,Thomas J Kavanaugh VFW Post - Location 17,2,2,17,,,,,,,,2.127825602561041,,25.533749351010581,,,0.023140599429181
15,1,1,Thomas J Kavanaugh VFW Post - Location 18,2,2,18,,,,,,,,2.031600093108165,,24.379617571174204,,,0.021897073537286
16,1,1,Thomas J Kavanaugh VFW Post - Location 19,2,2,19,,,,,,,,1.241053211599446,,14.892747164532425,,,0.013329016238268
17,1,1,Thomas J Kavanaugh VFW Post - Location 20,1,2,20,,,,,,,,1.446498962230497,,17.357801693709366,,,0.015356872403283
18,1,1,Thomas J Kavanaugh VFW Post - Location 21,1,2,21,,,,,,,,1.595200428244817,,19.142107894316759,,,0.016917215045792
19,1,1,Thomas J Kavanaugh VFW Post - Location 23,2,2,23,,,,,,,,0.530992089936324,,6.372173856290361,,,0.005453106807745
20,1,1,Thomas J Kavanaugh VFW Post - Location 25,1,2,25,,,,,,,,0.370661520621506,,4.447902832998043,,,0.004096909233211
21,1,1,Thomas J Kavanaugh VFW Post - Location 26,2,2,26,,,,,,,,0.679057350497129,,8.148932569855608,,,0.006848197148788
22,1,1,Thomas J Kavanaugh VFW Post - Location 27,2,2,27,,,,,,,,0.301183709749958,,3.614247241608868,,,0.003027059769599
23,1,1,Thomas J Kavanaugh VFW Post - Location 28,1,2,28,,,,,,,,0.215077250098720,,2.581007928255159,,,0.002357529313429
24,1,1,Thomas J Kavanaugh VFW Post - Location 29,2,1,29,,,,,,,,5.911291073969196,,70.934641006851265,,,0.062522495862750
25,1,1,Thomas J Kavanaugh VFW Post - Location 30,1,2,30,,,,,,,,0.133808400205796,,1.605725351107665,,,0.001411749482722
26,1,1,Thomas J Kavanaugh VFW Post - Location 31,2,1,31,,,,,,,,1.901282267519623,,22.816246585449672,,,0.019869846967799
27,1,1,Thomas J Kavanaugh VFW Post - Location 32,1,1,32,,,,,,,,5.958852756118346,,71.505358090427507,,,0.063061664545071
28,1,1,Thomas J Kavanaugh VFW Post - Location 33,2,1,33,,,,,,,,0.679822953847855,,8.157973646426434,,,0.007027311535538
29,1,1,Thomas J Kavanaugh VFW Post - Location 34,1,1,34,,,,,,,,1.882411287491289,,22.589505825996273,,,0.019359934590967
30,1,1,Thomas J Kavanaugh VFW Post - Location 36,2,1,36,,,,,,,,1.715526394843476,,20.586474245613473,,,0.017006454001966
31,1,1,Thomas J Kavanaugh VFW Post - Location 37,1,1,37,,,,,,,,5.246059733970928,,62.951870353995325,,,0.055658246967849
32,1,1,Thomas J Kavanaugh VFW Post - Location 38,1,2,38,,,,,,,,2.047364897518609,,24.568803636973257,,,0.022169677439980
33,1,1,Thomas J Kavanaugh VFW Post - Location 39,1,2,39,,,,,,,,2.023414956672672,,24.280812024195736,,,0.021950115256873
34,1,1,Thomas J Kavanaugh VFW Post - Location 40,1,2,40,,,,,,,,2.066536108332478,,24.798266148286523,,,0.022415608248603
35,1,1,Thomas J Kavanaugh VFW Post - Location 41,1,2,41,,,,,,,,1.850120379250684,,22.201500245803455,,,0.019984906559769
36,1,1,Thomas J Kavanaugh VFW Post - Location 42,1,2,42,,,,,,,,1.586254235725731,,19.035206948356162,,,0.016894200280573
37,1,1,Thomas J Kavanaugh VFW Post - Location 43,1,2,43,,,,,,,,1.138391059378960,,13.660753444775306,,,0.012281721201137
38,1,1,Thomas J Kavanaugh VFW Post - Location 44,2,2,44,,,,,,,,1.339536873396931,,16.074397971728821,,,0.014263217245154
39,1,1,Thomas J Kavanaugh VFW Post - Location 45,2,2,45,,,,,,,,1.552976312377592,,18.635444087422041,,,0.016476022101074
40,1,1,Thomas J Kavanaugh VFW Post - Location 48,1,2,48,,,,,,,,0.749894525592339,,8.998877739725254,,,0.007789409996787
41,1,1,Thomas J Kavanaugh VFW Post - Location 49,1,2,49,,,,,,,,0.728484080509973,,8.741945596757450,,,0.007528053173046
42,1,1,Thomas J Kavanaugh VFW Post - Location 50,1,2,50,,,,,,,,0.626319097521546,,7.516072313159721,,,0.006350221091688
43,1,1,Thomas J Kavanaugh VFW Post - Location 52,1,1,52,,,,,,,,1.904270627546202,,22.851696390579889,,,0.020277536820697
44,1,1,Thomas J Kavanaugh VFW Post - Location 53,2,2,53,,,,,,,,0.239828544735567,,2.877985261436177,,,0.002456013407153
45,1,1,Thomas J Kavanaugh VFW Post - Location 55,1,2,55,,,,,,,,0.427638929059963,,5.131373002511182,,,0.004028363682821
46,1,1,Thomas J Kavanaugh VFW Post - Location 56,1,1,56,,,,,,,,1.547092390022909,,18.565695974929355,,,0.016970977591393
47,1,1,Thomas J Kavanaugh VFW Post - Location 57,1,1,57,,,,,,,,1.914117713173686,,22.970273365626021,,,0.019987659054437
48,1,1,Thomas J Kavanaugh VFW Post - Location 58,1,1,58,,,,,,,,0.804222022748812,,9.650783444882238,,,0.008387791213474
49,1,1,Thomas J Kavanaugh VFW Post - Location 60,1,1,60,,,,,,,,1.703644633606741,,20.443912068508968,,,0.016866466476763
50,1,1,Thomas J Kavanaugh VFW Post - Location 61,1,1,61,,,,,,,,5.423458433707385,,65.080299061234513,,,0.057802002009113
51,1,1,Thomas J Kavanaugh VFW Post - Location 62,2,2,62,,,,,,,,1.861025844217777,,22.332334006320849,,,0.020144504971910
52,1,1,Thomas J Kavanaugh VFW Post - Location 63,1,2,63,,,,,,,,1.611075724585144,,19.333146936745706,,,0.017248147152944
53,1,1,Thomas J Kavanaugh VFW Post - Location 64,1,2,64,,,,,,,,1.638751871716903,,19.664975315361744,,,0.017451149302797
54,1,1,Thomas J Kavanaugh VFW Post - Location 65,2,2,65,,,,,,,,1.607126814782188,,19.285468824958439,,,0.017089876992611
55,1,1,Thomas J Kavanaugh VFW Post - Location 66,1,2,66,,,,,,,,1.114827369178853,,13.377991739434471,,,0.012128950503849
