In rescue but not evac
1
2
3
4
17
18
22
24
26
27
28
38
39
40
41
42
46
50
53
54
62
63
64
65
70
72
88
89
90
91
92
93
109
110
111
112
113
114
121
122
139
140
141
142
143
146
150
151
156
157
163
164
165
166
167
168
169
170
172
176
180
181
182
190
191
192
194
197
201
209
210
211
212
213
215
217
222
223
224
225
227
231
232
238
239
241
242
244
255
256
257
258
259
260
261
271
280
281
288
290
291
300
301
302
303
304
305
306
307
313
315
316
321
332
333
334
335
336
338
339
342
343
352
353
354
355
356
359
363
366
368
371
374
376
377
378
384
387
392
393
394
395
396
397
398
402
403
404
405
407
408
410
418
419
420
421
422
423
424
426
427
431
433
435
441
442
443
452
453
460
461
462
463
470
474
475
476
480
484
486
487
490
491
492
493
494
495
498
507
508
509
510
511
513
518
527
528
529
530
531
532
533
534
536
537
540
541
544
545
546
548
549
550
556
566
567
568
569
572
573
580
581
582
583
584
585
595
596
600
601
602
603
604
605
606
607
611
614
616
617
618
625
627
636
637
638
639
642
647
648
649
650
651
655
656
665
666
667
668
674
678
679
680
681
696
697
698
699
700
701
702
703
704
705
706
707
708
711
729
730
731
732
733
734
735
737
739
740
742
744
746
750
751
753
762
763
764
766
769
773
774
782
783
784
787
794
800
801
802
803
804
805
809
810
816
817
818
819
820
825
827
835
836
837
838
839
840
841
842
843
846
849
850
852
857
858
862
863
864
865
867
871
872
873
878
880
881
882
885
892
893
894
896
897
901
906
907
908
910
922
923
924
925
927
928
932
934
939
941
942
943
944
945
949
951
960
961
962
963
964
965
966
967
968
978
979
980
981
982
986
