In rescue but not evac
518
8
15
24
541
556
47
51
564
54
573
71
74
593
594
595
596
617
619
623
627
120
121
124
126
644
143
655
154
155
683
172
176
179
199
200
718
215
737
741
742
746
241
755
244
771
773
774
775
776
777
268
789
790
287
288
799
290
291
293
807
809
311
313
829
321
848
850
339
852
343
346
860
367
880
370
372
385
386
898
899
910
911
404
406
409
928
425
939
429
432
433
440
971
465
482
483
497
498
502
