FID,Shape,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng
0,<geoprocessing describe geometry object object at 0x0000017C3FA403C0>,30,1,Location 30 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.133808400206,0.0,1.60572535111,0.0,0.0,0.00141174948272
1,<geoprocessing describe geometry object object at 0x0000017C3FA40030>,53,2,Location 53 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.147648484891,0.0,1.7717451976,0.0,0.0,0.00147762122214
2,<geoprocessing describe geometry object object at 0x0000017C3FA403C0>,78,3,Location 78 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.186067087254,0.0,2.23271878667,0.0,0.0,0.00199231473828
3,<geoprocessing describe geometry object object at 0x0000017C3FA40030>,28,4,Location 28 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.258753428434,0.0,3.10490989789,0.0,0.0,0.00261821682751
4,<geoprocessing describe geometry object object at 0x0000017C3FA403C0>,13,5,Location 13 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.359909630404,0.0,4.31904852349,0.0,0.0,0.00343693882781
5,<geoprocessing describe geometry object object at 0x0000017C3FA4A300>,81,6,Location 81 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.597743309468,0.0,7.17304178393,0.0,0.0,0.00614518677118
6,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,14,7,Location 14 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.670213282747,0.0,8.04268146328,0.0,0.0,0.00696895742262
7,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,33,8,Location 33 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.679822953848,0.0,8.15797364643,0.0,0.0,0.00702731153554
8,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,58,9,Location 58 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.91991218599,0.0,11.0387715155,0.0,0.0,0.00973617698586
9,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,16,10,Location 16 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.02596455616,0.0,12.311228831,0.0,0.0,0.0109261122041
10,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,11,11,Location 11 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.3310090221,0.0,15.9726362203,0.0,0.0,0.0149433327523
11,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,99,12,Location 99 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.54091433508,0.0,18.4913613791,0.0,0.0,0.016912096954
12,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,56,13,Location 56 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.54710001942,0.0,18.5655983187,0.0,0.0,0.0169709775914
13,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,85,14,Location 85 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.67833588887,0.0,20.1402851518,0.0,0.0,0.0165155765284
14,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,60,15,Location 60 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.69265916922,0.0,20.3121518956,0.0,0.0,0.0167375890418
15,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,10,16,Location 10 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.69533174582,0.0,20.3441956501,0.0,0.0,0.0183575104246
16,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,36,17,Location 36 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.71423812983,0.0,20.5713469526,0.0,0.0,0.0170500243604
17,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,74,18,Location 74 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.72351881108,0.0,20.6824374405,0.0,0.0,0.0186165202022
18,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,51,19,Location 51 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.73310710162,0.0,20.7974959091,0.0,0.0,0.0187046275348
19,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,59,20,Location 59 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.73994383078,0.0,20.8796219899,0.0,0.0,0.0172955202494
20,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,84,21,Location 84 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.80736894657,0.0,21.688763403,0.0,0.0,0.0181139901438
21,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,82,22,Location 82 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.8647991554,0.0,22.3775176898,0.0,0.0,0.0188349925953
22,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,34,23,Location 34 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.8825562483,0.0,22.5914613996,0.0,0.0,0.019359934591
23,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,31,24,Location 31 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.90139670844,0.0,22.8173208042,0.0,0.0,0.0198698469678
24,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,52,25,Location 52 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.90427825694,0.0,22.8515987343,0.0,0.0,0.0202775368207
25,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,57,26,Location 57 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.91011451909,0.0,22.9219355049,0.0,0.0,0.019949864554
26,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,12,27,Location 12 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.91998532645,0.0,23.0402921701,0.0,0.0,0.020206008688
27,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,24,28,Location 24 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.92668736682,0.0,23.1203023394,0.0,0.0,0.0206738484927
28,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,8,29,Location 8 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.92668736682,0.0,23.1203023394,0.0,0.0,0.0206738484927
29,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,73,30,Location 73 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.97904026589,0.0,23.7487792112,0.0,0.0,0.021053475959
30,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,37,31,Location 37 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,5.24619706307,0.0,62.9535305102,0.0,0.0,0.0556582469678
31,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,61,32,Location 61 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,5.40365298457,0.0,64.8426771001,0.0,0.0,0.0576220013297
32,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,87,33,Location 87 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,5.40365298457,0.0,64.8426771001,0.0,0.0,0.0576220013297
33,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,32,34,Location 32 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,6.06359166814,0.0,72.7617960456,0.0,0.0,0.0644124997252
34,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,29,35,Location 29 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,6.10120850536,0.0,73.2131798206,0.0,0.0,0.06484180174
35,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,130,1,Location 130 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.258753428434,0.0,3.10490989789,0.0,0.0,0.00261821682751
36,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,144,2,Location 144 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.37025517051,0.0,4.44319628813,0.0,0.0,0.00353309604
37,<geoprocessing describe geometry object object at 0x0000017C3FA4A270>,135,3,Location 135 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.399671109464,0.0,4.79619120463,0.0,0.0,0.00380650387506
