FID,Shape,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng
0,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,30,1,Location 30 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.133808400206,0.0,1.60572535111,0.0,0.0,0.00141174948272
1,<geoprocessing describe geometry object object at 0x0000017C3E85FCF0>,53,2,Location 53 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.147648484891,0.0,1.7717451976,0.0,0.0,0.00147762122214
2,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,78,3,Location 78 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.186037876103,0.0,2.23236823396,0.0,0.0,0.0019919782241
3,<geoprocessing describe geometry object object at 0x0000017C3E85FCF0>,28,4,Location 28 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.231971061703,0.0,2.78353145802,0.0,0.0,0.00237239143342
4,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,100,5,Location 100 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.322960115121,0.0,3.87555802036,0.0,0.0,0.00322787186497
5,<geoprocessing describe geometry object object at 0x0000017C3E85FCF0>,27,6,Location 27 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.322960115121,0.0,3.87555802036,0.0,0.0,0.00322787186497
6,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,13,7,Location 13 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.359909630404,0.0,4.31904852349,0.0,0.0,0.00343693882781
7,<geoprocessing describe geometry object object at 0x0000017C3E85FCF0>,80,8,Location 80 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.375162962781,0.0,4.50209040419,0.0,0.0,0.00357871214097
8,<geoprocessing describe geometry object object at 0x0000017C3FA4A7B0>,55,9,Location 55 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.375162962781,0.0,4.50209040419,0.0,0.0,0.00357871214097
9,<geoprocessing describe geometry object object at 0x0000017C3E85FCF0>,81,10,Location 81 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.597743309468,0.0,7.17304178393,0.0,0.0,0.00614518677118
