FID,Shape,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng
0,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,30,1,Location 30 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.133808400206,0.0,1.60572535111,0.0,0.0,0.00141174948272
1,<geoprocessing describe geometry object object at 0x0000017C3FA40A80>,53,2,Location 53 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.147648484891,0.0,1.7717451976,0.0,0.0,0.00147762122214
2,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,78,3,Location 78 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.184346582322,0.0,2.2120716148,0.0,0.0,0.00197249441995
3,<geoprocessing describe geometry object object at 0x0000017C3FA40E10>,28,4,Location 28 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.225126927672,0.0,2.70140439512,0.0,0.0,0.00230957166986
4,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,27,5,Location 27 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.319039774533,0.0,3.82851721461,0.0,0.0,0.00318249537253
5,<geoprocessing describe geometry object object at 0x0000017C3FA40390>,100,6,Location 100 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.319039774533,0.0,3.82851721461,0.0,0.0,0.00318249537253
6,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,13,7,Location 13 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.501721281898,0.0,6.02036586678,0.0,0.0,0.0051023686252
7,<geoprocessing describe geometry object object at 0x0000017C3FA40360>,80,8,Location 80 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.501721281898,0.0,6.02036586678,0.0,0.0,0.0051023686252
8,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,26,9,Location 26 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.501721281898,0.0,6.02036586678,0.0,0.0,0.0051023686252
9,<geoprocessing describe geometry object object at 0x0000017C3FA40D50>,77,10,Location 77 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.501721281898,0.0,6.02036586678,0.0,0.0,0.0051023686252
10,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,55,11,Location 55 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.501721281898,0.0,6.02036586678,0.0,0.0,0.0051023686252
11,<geoprocessing describe geometry object object at 0x0000017C3FA401B0>,81,12,Location 81 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.601489342183,0.0,7.21767069018,0.0,0.0,0.00618798135132
12,<geoprocessing describe geometry object object at 0x0000017C3FA40210>,14,13,Location 14 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.673959315462,0.0,8.08731036953,0.0,0.0,0.00701175200276
13,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,33,14,Location 33 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.683568986563,0.0,8.20260255268,0.0,0.0,0.00707010611568
14,<geoprocessing describe geometry object object at 0x0000017C3FA40210>,58,15,Location 58 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.911833553289,0.0,10.9418246803,0.0,0.0,0.00964630242313
15,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,16,16,Location 16 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.02596455616,0.0,12.311228831,0.0,0.0,0.0109261122041
16,<geoprocessing describe geometry object object at 0x0000017C3FA40210>,99,17,Location 99 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.54091433508,0.0,18.4913613791,0.0,0.0,0.016912096954
17,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,56,18,Location 56 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.54710001942,0.0,18.5655983187,0.0,0.0,0.0169709775914
18,<geoprocessing describe geometry object object at 0x0000017C3FA40210>,11,19,Location 11 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.55250043125,0.0,18.6304108803,0.0,0.0,0.0170216571693
19,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,60,20,Location 60 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.69265916922,0.0,20.3121518956,0.0,0.0,0.0167375890418
20,<geoprocessing describe geometry object object at 0x0000017C3FA40210>,10,21,Location 10 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.69533174582,0.0,20.3441956501,0.0,0.0,0.0183575104246
21,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,36,22,Location 36 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.71423812983,0.0,20.5713469526,0.0,0.0,0.0170500243604
