FID,Shape,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng
0,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,902,1,Location 902- Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.191602197852,0.0,2.29901813081,0.0,0.0,0.00183851129011
1,<geoprocessing describe geometry object object at 0x0000017C3FA40900>,989,2,Location 989 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.212843921232,0.0,2.55401288613,0.0,0.0,0.00219683104619
2,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,953,3,Location 953 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.267351219179,0.0,3.2078766492,0.0,0.0,0.00254228687096
3,<geoprocessing describe geometry object object at 0x0000017C3FA40090>,901,4,Location 901- Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.272310303886,0.0,3.26776637124,0.0,0.0,0.00275832800195
4,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,986,5,Location 986 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.319638687746,0.0,3.83558889318,0.0,0.0,0.00338412725918
5,<geoprocessing describe geometry object object at 0x0000017C3FA405D0>,914,6,Location 914 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.328024822885,0.0,3.93589171731,0.0,0.0,0.00317834218535
6,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,972,7,Location 972 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.329964160778,0.0,3.95974603009,0.0,0.0,0.00345796065847
7,<geoprocessing describe geometry object object at 0x0000017C3FA40C60>,936,8,Location 936 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.330597967561,0.0,3.96677767559,0.0,0.0,0.00320814297987
8,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,973,9,Location 973 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.33405969115,0.0,4.00836861001,0.0,0.0,0.00316117187163
9,<geoprocessing describe geometry object object at 0x0000017C3FA40CC0>,916,10,Location 916 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.340822152976,0.0,4.08997770142,0.0,0.0,0.00330395566895
10,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,931,11,Location 931 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.342336472156,0.0,4.10801099834,0.0,0.0,0.00382120380375
11,<geoprocessing describe geometry object object at 0x0000017C3FA40660>,974,12,Location 974 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.344676047264,0.0,4.13570284874,0.0,0.0,0.00337109153677
12,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,935,13,Location 935 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.346394014571,0.0,4.15630062692,0.0,0.0,0.00339094711054
13,<geoprocessing describe geometry object object at 0x0000017C3FA40B40>,912,14,Location 912 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.348059891209,0.0,4.17667871289,0.0,0.0,0.00380516413756
14,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,951,15,Location 951 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.355742547286,0.0,4.26886479106,0.0,0.0,0.00387282796075
15,<geoprocessing describe geometry object object at 0x0000017C3FA40AE0>,984,16,Location 984 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.35849700203,0.0,4.30196603859,0.0,0.0,0.00390362578351
16,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,934,17,Location 934 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.381941243854,0.0,4.58351535038,0.0,0.0,0.00393882527055
17,<geoprocessing describe geometry object object at 0x0000017C3FA40D20>,932,18,Location 932 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.417308526498,0.0,5.00768396519,0.0,0.0,0.00422635305229
18,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,985,19,Location 985 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.553921997196,0.0,6.64715242078,0.0,0.0,0.00541985678961
19,<geoprocessing describe geometry object object at 0x0000017C3FA40360>,930,20,Location 930 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.568677928628,0.0,6.82439378658,0.0,0.0,0.00580776462438
20,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,955,21,Location 955 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.619404053856,0.0,7.43297071658,0.0,0.0,0.00639198199004
21,<geoprocessing describe geometry object object at 0x0000017C3FA407B0>,983,22,Location 983 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.631673668576,0.0,7.580236249,0.0,0.0,0.00630636339436
22,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,950,23,Location 950 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.663325444401,0.0,7.96002404284,0.0,0.0,0.00660457621611
23,<geoprocessing describe geometry object object at 0x0000017C3FA402D0>,933,24,Location 933 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.718947553446,0.0,8.62754245526,0.0,0.0,0.0071757143431
24,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,928,25,Location 928 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.790581376737,0.0,9.4871748851,0.0,0.0,0.00789404721698
25,<geoprocessing describe geometry object object at 0x0000017C3FA40C30>,975,26,Location 975 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.790729744846,0.0,9.48859632122,0.0,0.0,0.00840519461582
26,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,938,27,Location 938 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.822637297367,0.0,9.87177413228,0.0,0.0,0.00859354499587
27,<geoprocessing describe geometry object object at 0x0000017C3FA4A180>,970,28,Location 970 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.866090123601,0.0,10.3930445715,0.0,0.0,0.00940489339913
28,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,971,29,Location 971 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.893388474082,0.0,10.7206314403,0.0,0.0,0.00972331330685
29,<geoprocessing describe geometry object object at 0x0000017C3FA4A120>,929,30,Location 929 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.922653289316,0.0,11.0717426855,0.0,0.0,0.00985195570215
30,<geoprocessing describe geometry object object at 0x0000017C3FA4A060>,969,31,Location 969 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,1.05008214276,0.0,12.6008590759,0.0,0.0,0.0109464791503
31,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,913,32,Location 913 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,1.18106191897,0.0,14.1727992095,0.0,0.0,0.0128175542303
32,<geoprocessing describe geometry object object at 0x0000017C3FA4A120>,910,33,Location 910 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,1.19243821189,0.0,14.3092516044,0.0,0.0,0.0130774705473
33,<geoprocessing describe geometry object object at 0x0000017C3FA4A060>,911,34,Location 911 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,1.20326037552,0.0,14.4393750183,0.0,0.0,0.0127875190384
34,<geoprocessing describe geometry object object at 0x0000017C3FA4A2A0>,946,35,Location 946 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,1.23256581233,0.0,14.7908755528,0.0,0.0,0.0132352403443
35,<geoprocessing describe geometry object object at 0x0000017C3FA4A120>,968,36,Location 968 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,1.27494031687,0.0,15.2993777002,0.0,0.0,0.0136337918575
