FID,Shape,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng
0,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,30,1,Location 30 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.133808400206,0.0,1.60572535111,0.0,0.0,0.00141174948272
1,<geoprocessing describe geometry object object at 0x0000017C3FA4A060>,53,2,Location 53 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.147648484891,0.0,1.7717451976,0.0,0.0,0.00147762122214
2,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,78,3,Location 78 - Thomas J Kavanaugh VFW Post,1,2,1,,,,,0.0,0.0,0.0,0.179534648249,0.0,2.15432529392,0.0,0.0,0.00191706065546
3,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,26,4,Location 26 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
4,<geoprocessing describe geometry object object at 0x0000017C3FA4A060>,100,5,Location 100 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
5,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,27,6,Location 27 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
6,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,13,7,Location 13 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.447446032391,0.0,5.36907677302,0.0,0.0,0.00453760014725
7,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,80,8,Location 80 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.473417572847,0.0,5.6806865546,0.0,0.0,0.00466959259134
8,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,55,9,Location 55 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
9,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,81,10,Location 81 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.601489342183,0.0,7.21767069018,0.0,0.0,0.00618798135132
10,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,14,11,Location 14 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.672119365459,0.0,8.06523096949,0.0,0.0,0.00699123148351
11,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,33,12,Location 33 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.683568986563,0.0,8.20260255268,0.0,0.0,0.00707010611568
12,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,58,13,Location 58 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.908332114821,0.0,10.8998060132,0.0,0.0,0.00960728762391
13,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,16,14,Location 16 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.02596455616,0.0,12.311228831,0.0,0.0,0.0109261122041
14,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,99,15,Location 99 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.53857235513,0.0,18.4632543153,0.0,0.0,0.0168901980904
15,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,56,16,Location 56 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.53857235513,0.0,18.4632543153,0.0,0.0,0.0168901980904
16,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,11,17,Location 11 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.53857235513,0.0,18.4632543153,0.0,0.0,0.0168901980904
17,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,10,18,Location 10 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.69533174582,0.0,20.3441956501,0.0,0.0,0.0183575104246
18,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,36,19,Location 36 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.71423812983,0.0,20.5713469526,0.0,0.0,0.0170500243604
19,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,74,20,Location 74 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.72351881108,0.0,20.6824374405,0.0,0.0,0.0186165202022
20,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,59,21,Location 59 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.72518412244,0.0,20.7024266767,0.0,0.0,0.0171598511681
21,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,35,22,Location 35 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.72518412244,0.0,20.7024266767,0.0,0.0,0.0171598511681
22,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,85,23,Location 85 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.72518412244,0.0,20.7024266767,0.0,0.0,0.0171598511681
23,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,60,24,Location 60 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.72585994543,0.0,20.7108265548,0.0,0.0,0.0171547682085
24,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,51,25,Location 51 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.73310710162,0.0,20.7974959091,0.0,0.0,0.0187046275348
25,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,83,26,Location 83 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.79923920607,0.0,21.591190298,0.0,0.0,0.018040660819
26,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,84,27,Location 84 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.79923920607,0.0,21.591190298,0.0,0.0,0.018040660819
27,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,82,28,Location 82 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.86016924009,0.0,22.3219602248,0.0,0.0,0.0187932748421
28,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,34,29,Location 34 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.8825562483,0.0,22.5914613996,0.0,0.0,0.019359934591
29,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,15,30,Location 15 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.88895380821,0.0,22.6681685679,0.0,0.0,0.0195304731922
30,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,8,31,Location 8 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.89633590766,0.0,22.7561380926,0.0,0.0,0.0203230526389
31,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,24,32,Location 24 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.89633590766,0.0,22.7561380926,0.0,0.0,0.0203230526389
32,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,31,33,Location 31 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.90139670844,0.0,22.8173208042,0.0,0.0,0.0198698469678
33,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,52,34,Location 52 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.90427825694,0.0,22.8515987343,0.0,0.0,0.0202775368207
34,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,57,35,Location 57 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,1.91011451909,0.0,22.9219355049,0.0,0.0,0.019949864554
35,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,12,36,Location 12 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.91998532645,0.0,23.0402921701,0.0,0.0,0.020206008688
36,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,73,37,Location 73 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,1.9619297052,0.0,23.5434524829,0.0,0.0,0.0208602465388
37,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,37,38,Location 37 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,5.20982590377,0.0,62.5170422136,0.0,0.0,0.0552869596384
38,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,61,39,Location 61 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,5.39452709345,0.0,64.7331806939,0.0,0.0,0.0575396323348
39,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,87,40,Location 87 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,5.39452709345,0.0,64.7331806939,0.0,0.0,0.0575396323348
40,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,54,41,Location 54 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,5.8218402627,0.0,69.8609088644,0.0,0.0,0.0616346686847
41,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,32,42,Location 32 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,6.06359166814,0.0,72.7617960456,0.0,0.0,0.0644124997252
42,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,29,43,Location 29 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,6.07805536912,0.0,72.9353534319,0.0,0.0,0.064577566443
43,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,130,1,Location 130 - Thomas J Kavanaugh VFW Post,1,1,1,,,,,0.0,0.0,0.0,0.145100474317,0.0,1.74117187018,0.0,0.0,0.00145420617252
44,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,184,2,Location 184 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
45,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,181,3,Location 181 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
46,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,158,4,Location 158 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.314454044445,0.0,3.77349229179,0.0,0.0,0.00312941775684
47,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,187,5,Location 187 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.473417572847,0.0,5.6806865546,0.0,0.0,0.00466959259134
48,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,101,6,Location 101- Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
49,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,135,7,Location 135 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
50,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,144,8,Location 144 - Thomas J Kavanaugh VFW Post,2,2,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
51,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,186,9,Location 186 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
52,<geoprocessing describe geometry object object at 0x0000017C3FA4A030>,128,10,Location 128 - Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.480881348576,0.0,5.77028408172,0.0,0.0,0.00490867142597
53,<geoprocessing describe geometry object object at 0x0000017C3FA4A4E0>,104,11,Location 104- Thomas J Kavanaugh VFW Post,2,1,1,,,,,0.0,0.0,0.0,0.619268158206,0.0,7.43100771092,0.0,0.0,0.00637019936825
